[0, 0, 0]
Voltage_1 (1)	Current_1 (1)
+3.842152E+00	+5.210171E-03
+3.892588E+00	+5.734114E-03
+3.942399E+00	+6.312611E-03
+3.992304E+00	+6.966145E-03
+4.043313E+00	+7.691315E-03
+4.093152E+00	+8.501906E-03
+4.143123E+00	+9.406130E-03
+4.172952E+00	+9.998864E-03
+4.172986E+00	+9.999540E-03
+4.172178E+00	+9.998995E-03
+4.172077E+00	+9.999096E-03
+4.172279E+00	+9.999247E-03
+4.171439E+00	+9.999460E-03
+4.171069E+00	+9.999096E-03
+4.170765E+00	+9.999096E-03
+4.170194E+00	+9.999228E-03
+4.169959E+00	+9.998945E-03
+4.170228E+00	+9.999166E-03
+4.169891E+00	+9.999228E-03
+4.168647E+00	+9.998209E-03
+4.170026E+00	+9.999258E-03
+4.169488E+00	+9.999176E-03
+4.169017E+00	+9.999460E-03
+4.168412E+00	+9.998813E-03

