[0, 0, 0]
Voltage_1 (1)	Current_1 (1)
+7.686732E-01	+1.318014E-05
+7.787762E-01	+1.363853E-05
+7.888061E-01	+1.415215E-05
+7.988496E-01	+1.446802E-05
+8.088620E-01	+1.498691E-05
+8.190452E-01	+1.550202E-05
+8.290619E-01	+1.601489E-05
+8.390949E-01	+1.660096E-05
+8.491688E-01	+1.713492E-05
+8.592048E-01	+1.769715E-05
+8.691666E-01	+1.822774E-05
+8.792573E-01	+1.873270E-05
+8.892563E-01	+1.931485E-05
+8.993964E-01	+1.989145E-05
+9.093390E-01	+2.053895E-05
+9.194432E-01	+2.115571E-05
+9.294018E-01	+2.173966E-05
+9.395110E-01	+2.233307E-05
+9.495875E-01	+2.294864E-05
+9.596130E-01	+2.371621E-05
+9.696007E-01	+2.435526E-05
+9.797063E-01	+2.501114E-05
+9.897728E-01	+2.568822E-05
+9.999361E-01	+2.633447E-05

