[0, 0, 0]
Voltage_1 (1)	Current_1 (1)
+2.767311E+00	+1.601447E-02
+2.767916E+00	+1.607750E-02
+2.769430E+00	+1.614912E-02
+2.768925E+00	+1.621367E-02
+2.770237E+00	+1.628579E-02
+2.770741E+00	+1.634833E-02
+2.771648E+00	+1.641339E-02
+2.772152E+00	+1.648299E-02
+2.773565E+00	+1.654956E-02
+2.772961E+00	+1.661260E-02
+2.773869E+00	+1.668270E-02
+2.773666E+00	+1.674676E-02
+2.774876E+00	+1.681434E-02
+2.775986E+00	+1.688343E-02
+2.776390E+00	+1.694798E-02
+2.776188E+00	+1.701152E-02
+2.777399E+00	+1.708567E-02
+2.777802E+00	+1.714821E-02
+2.779013E+00	+1.721630E-02
+2.779718E+00	+1.728286E-02
+2.780224E+00	+1.735196E-02
+2.781031E+00	+1.741298E-02
+2.781736E+00	+1.748408E-02
+2.781635E+00	+1.755016E-02
+2.782745E+00	+1.761572E-02
+2.783451E+00	+1.768482E-02
+2.783955E+00	+1.774988E-02
+2.784662E+00	+1.781242E-02
+2.785267E+00	+1.788454E-02
+2.785669E+00	+1.794960E-02
+2.786982E+00	+1.801364E-02
+2.787687E+00	+1.808374E-02
+2.788193E+00	+1.815082E-02
+2.787889E+00	+1.821385E-02
+2.788595E+00	+1.828447E-02
+2.790613E+00	+1.835154E-02
+2.791319E+00	+1.841307E-02
+2.790916E+00	+1.848722E-02
+2.791521E+00	+1.854874E-02
+2.792025E+00	+1.861431E-02
+2.793034E+00	+1.868491E-02
+2.793337E+00	+1.874946E-02
+2.794649E+00	+1.881957E-02
+2.795254E+00	+1.888463E-02
+2.796061E+00	+1.894918E-02
+2.795959E+00	+1.902433E-02
+2.797373E+00	+1.908685E-02
+2.797171E+00	+1.915142E-02
+2.797876E+00	+1.922101E-02
+2.798885E+00	+1.928556E-02
+2.798683E+00	+1.934962E-02
+2.800297E+00	+1.942022E-02
+2.800802E+00	+1.948680E-02
+2.801508E+00	+1.955085E-02
+2.802517E+00	+1.962398E-02
+2.802214E+00	+1.968803E-02
+2.803020E+00	+1.975156E-02
+2.803928E+00	+1.982015E-02
+2.804333E+00	+1.988824E-02
+2.805946E+00	+1.995179E-02
+2.805140E+00	+2.001987E-02
+2.806047E+00	+2.008443E-02
+2.807158E+00	+2.015352E-02
+2.807259E+00	+2.022110E-02
+2.808266E+00	+2.028616E-02
+2.808367E+00	+2.034870E-02
+2.809174E+00	+2.041981E-02
+2.809074E+00	+2.048588E-02
+2.810284E+00	+2.055195E-02
+2.810688E+00	+2.062456E-02
+2.810890E+00	+2.068710E-02
+2.811697E+00	+2.075015E-02
+2.812099E+00	+2.082025E-02
+2.812805E+00	+2.088431E-02
+2.814219E+00	+2.095036E-02
+2.815126E+00	+2.102149E-02
+2.814924E+00	+2.108553E-02
+2.815228E+00	+2.115513E-02
+2.816639E+00	+2.121969E-02
+2.817043E+00	+2.128576E-02
+2.818151E+00	+2.135585E-02
+2.817850E+00	+2.142091E-02
+2.818859E+00	+2.148597E-02
+2.819868E+00	+2.155758E-02
+2.820271E+00	+2.162114E-02
+2.820574E+00	+2.168417E-02
+2.821783E+00	+2.175428E-02
+2.821985E+00	+2.181984E-02
+2.821884E+00	+2.188389E-02
+2.823298E+00	+2.195399E-02
+2.823399E+00	+2.202006E-02
+2.824507E+00	+2.208613E-02
+2.824306E+00	+2.215523E-02
+2.824709E+00	+2.221876E-02
+2.825415E+00	+2.228585E-02
+2.827332E+00	+2.235444E-02
+2.827030E+00	+2.241950E-02
+2.827635E+00	+2.248354E-02
+2.827635E+00	+2.255465E-02
+2.828239E+00	+2.261870E-02
+2.828945E+00	+2.268527E-02
+2.830156E+00	+2.275488E-02
+2.830359E+00	+2.282245E-02
+2.831165E+00	+2.288246E-02
+2.831469E+00	+2.295509E-02
+2.832275E+00	+2.301964E-02
+2.832376E+00	+2.308521E-02
+2.833082E+00	+2.315128E-02
+2.834494E+00	+2.322137E-02
+2.835100E+00	+2.328442E-02
+2.835503E+00	+2.335402E-02
+2.836309E+00	+2.341959E-02
+2.836916E+00	+2.348414E-02
+2.837521E+00	+2.355675E-02
+2.836916E+00	+2.361830E-02
+2.838428E+00	+2.368738E-02
+2.838530E+00	+2.375396E-02
+2.839539E+00	+2.381749E-02
+2.839739E+00	+2.388862E-02
+2.840143E+00	+2.395417E-02
+2.841051E+00	+2.401772E-02
+2.842564E+00	+2.409337E-02
+2.842463E+00	+2.415287E-02
+2.842766E+00	+2.421996E-02
+2.842665E+00	+2.428804E-02
+2.843674E+00	+2.435361E-02
+2.844078E+00	+2.441765E-02
+2.845087E+00	+2.448876E-02
+2.845995E+00	+2.455232E-02
+2.846498E+00	+2.461737E-02
+2.846296E+00	+2.468747E-02
+2.847103E+00	+2.475303E-02
+2.848516E+00	+2.481759E-02
+2.848719E+00	+2.488820E-02
+2.849424E+00	+2.495377E-02
+2.849121E+00	+2.501781E-02
+2.850735E+00	+2.508841E-02
+2.851139E+00	+2.515347E-02
+2.851240E+00	+2.521853E-02
+2.852047E+00	+2.528663E-02
+2.853256E+00	+2.535319E-02
+2.852753E+00	+2.541724E-02
+2.852955E+00	+2.548735E-02
+2.854164E+00	+2.555139E-02
+2.854670E+00	+2.561595E-02
+2.854771E+00	+2.568504E-02
+2.855274E+00	+2.575162E-02
+2.855780E+00	+2.581920E-02
+2.856688E+00	+2.588829E-02
+2.856888E+00	+2.595083E-02
+2.857393E+00	+2.601740E-02
+2.857796E+00	+2.608497E-02
+2.858604E+00	+2.615003E-02
+2.859007E+00	+2.621409E-02
+2.860420E+00	+2.628721E-02
+2.861126E+00	+2.635278E-02
+2.860519E+00	+2.642187E-02
+2.861227E+00	+2.648592E-02
+2.862034E+00	+2.655049E-02
+2.862740E+00	+2.662210E-02
+2.863344E+00	+2.668765E-02
+2.864758E+00	+2.675322E-02
+2.864555E+00	+2.682181E-02
+2.864960E+00	+2.688788E-02
+2.865767E+00	+2.695143E-02
+2.866371E+00	+2.702354E-02
+2.867380E+00	+2.708760E-02
+2.868187E+00	+2.715316E-02
+2.867783E+00	+2.722125E-02
+2.869196E+00	+2.728882E-02
+2.869196E+00	+2.735187E-02
+2.870003E+00	+2.742349E-02
+2.870607E+00	+2.748753E-02
+2.870708E+00	+2.755460E-02
+2.871214E+00	+2.762118E-02
+2.871313E+00	+2.768725E-02
+2.871920E+00	+2.775028E-02
+2.872322E+00	+2.782342E-02
+2.873030E+00	+2.788797E-02
+2.873533E+00	+2.795252E-02
+2.873735E+00	+2.802314E-02
+2.874643E+00	+2.808820E-02
+2.875147E+00	+2.815326E-02
+2.875753E+00	+2.822185E-02
+2.876156E+00	+2.828841E-02
+2.877064E+00	+2.835146E-02
+2.877668E+00	+2.842307E-02
+2.879183E+00	+2.848661E-02
+2.878778E+00	+2.855217E-02
+2.879787E+00	+2.862480E-02
+2.880695E+00	+2.869187E-02
+2.880192E+00	+2.875744E-02
+2.881805E+00	+2.882552E-02
+2.881603E+00	+2.888806E-02
+2.882107E+00	+2.895917E-02
+2.882915E+00	+2.902323E-02
+2.883217E+00	+2.908979E-02
+2.884125E+00	+2.915737E-02
+2.883923E+00	+2.922344E-02
+2.885033E+00	+2.929002E-02
+2.884731E+00	+2.935760E-02
+2.885437E+00	+2.942467E-02
+2.886446E+00	+2.948822E-02
+2.886646E+00	+2.956337E-02
+2.886747E+00	+2.962388E-02
+2.887554E+00	+2.968743E-02
+2.888563E+00	+2.975854E-02
+2.888765E+00	+2.982259E-02
+2.889370E+00	+2.988815E-02
+2.890379E+00	+2.995876E-02
+2.891186E+00	+3.002382E-02
+2.891287E+00	+3.008787E-02
+2.892094E+00	+3.015848E-02
+2.892195E+00	+3.022455E-02
+2.893204E+00	+3.028759E-02
+2.893002E+00	+3.035869E-02
+2.893305E+00	+3.042375E-02
+2.894617E+00	+3.048881E-02
+2.895323E+00	+3.055891E-02
+2.895525E+00	+3.062448E-02
+2.895725E+00	+3.068853E-02
+2.896532E+00	+3.076015E-02
+2.897341E+00	+3.082571E-02
+2.896835E+00	+3.088875E-02
+2.897945E+00	+3.096137E-02
+2.898853E+00	+3.102442E-02
+2.898853E+00	+3.109200E-02
+2.899055E+00	+3.115857E-02
+2.899458E+00	+3.122464E-02
+2.899862E+00	+3.129474E-02
+2.901375E+00	+3.136081E-02
+2.900871E+00	+3.142435E-02
+2.901678E+00	+3.149547E-02
+2.902384E+00	+3.155951E-02
+2.902687E+00	+3.162558E-02
+2.903191E+00	+3.169215E-02
+2.904604E+00	+3.176124E-02
+2.904804E+00	+3.182328E-02
+2.904402E+00	+3.189439E-02
+2.905914E+00	+3.195995E-02
+2.906923E+00	+3.202552E-02
+2.907024E+00	+3.209562E-02
+2.906923E+00	+3.215866E-02
+2.908234E+00	+3.222826E-02
+2.907932E+00	+3.229533E-02
+2.909042E+00	+3.236140E-02
+2.909647E+00	+3.242495E-02
+2.909849E+00	+3.249606E-02
+2.910252E+00	+3.256112E-02
+2.911058E+00	+3.262617E-02
+2.910957E+00	+3.269427E-02
+2.912067E+00	+3.276184E-02
+2.912975E+00	+3.282841E-02
+2.913984E+00	+3.289650E-02
+2.913279E+00	+3.295904E-02
+2.913984E+00	+3.302510E-02
+2.914589E+00	+3.309420E-02
+2.915598E+00	+3.316228E-02
+2.914993E+00	+3.322482E-02
+2.915800E+00	+3.329795E-02
+2.916204E+00	+3.336250E-02
+2.916103E+00	+3.342706E-02
+2.917717E+00	+3.349817E-02
+2.917414E+00	+3.356121E-02
+2.918020E+00	+3.362526E-02
+2.918928E+00	+3.369637E-02
+2.919331E+00	+3.376446E-02
+2.919634E+00	+3.382952E-02
+2.921551E+00	+3.389659E-02
+2.920441E+00	+3.395963E-02
+2.921953E+00	+3.403176E-02
+2.921652E+00	+3.409429E-02
+2.923063E+00	+3.416086E-02
+2.923468E+00	+3.423147E-02
+2.923567E+00	+3.429602E-02
+2.924475E+00	+3.436361E-02
+2.924677E+00	+3.443018E-02
+2.925686E+00	+3.449523E-02
+2.925989E+00	+3.456029E-02
+2.926695E+00	+3.463090E-02
+2.926897E+00	+3.469596E-02
+2.927603E+00	+3.475799E-02
+2.927603E+00	+3.482860E-02
+2.928511E+00	+3.489365E-02
+2.928814E+00	+3.495973E-02
+2.929014E+00	+3.502882E-02
+2.929823E+00	+3.509438E-02
+2.929621E+00	+3.516146E-02
+2.930731E+00	+3.523005E-02
+2.931133E+00	+3.529561E-02
+2.931133E+00	+3.536016E-02
+2.931940E+00	+3.543077E-02
+2.932142E+00	+3.549432E-02
